date;value
2021-07-30;11305
2021-07-30;11435
2021-07-30;11505
2021-07-30;11750
2021-07-30;11775
2021-07-30;11775
2021-07-31;11775
2021-07-31;11890
2021-07-31;11890
2021-07-31;11980
2021-07-31;11980
2021-07-31;11980
2021-07-31;12025
2021-07-31;12070
2021-07-31;12115
2021-07-31;12160
2021-07-31;12215
2021-07-31;12215
2021-07-31;12240
2021-07-31;12265
2021-07-31;12265
2021-02-08;12265
2021-03-08;390
2021-03-08;0
2021-03-08;12265
2021-03-08;435
2021-04-08;750
2021-04-08;750
2021-05-08;870
2021-05-08;870
2021-05-08;980
2021-05-08;1125
2021-05-08;1150
2021-06-08;1265
2021-06-08;1325
2021-06-08;1395
2021-06-08;1575
2021-06-08;1575
2021-06-08;1600
2021-06-08;1685
2021-06-08;1685
2021-07-08;1970
2021-07-08;2060
2021-07-08;2190
2021-07-08;2280
2021-07-08;2305
2021-07-08;2305
2021-09-08;2305
2021-09-08;2425
2021-09-08;2575
2021-11-08;2695
2021-11-08;2785
2021-11-08;2810
2021-11-08;2835
2021-12-08;2835
2021-12-08;12265
2021-12-08;2945
2021-12-08;2970
2021-12-08;3225
2021-12-08;3225
2021-12-08;3225
2021-12-08;3255
2021-08-13;3255
2021-08-13;3300
2021-08-13;3485
2021-08-13;3640
2021-08-14;3750
2021-08-14;3750
2021-08-14;3750
2021-08-14;12265
2021-08-14;3900
2021-08-14;3985
2021-08-14;3985
2021-08-14;4030
