DATA DE FECHAMENTO;DIA;MÊS;ANO;VALOR
05/08/2021 00:00;5;8;21;400
05/08/2021 00:00;5;8;21;400
06/08/2021 00:00;6;8;21;535
06/08/2021 00:00;6;8;21;535
07/08/2021 00:00;7;8;21;530
07/08/2021 00:00;7;8;21;620
09/08/2021 00:00;9;8;21;270
11/08/2021 00:00;11;8;21;120
11/08/2021 00:00;11;8;21;210
12/08/2021 00:00;12;8;21;390
12/08/2021 00:00;12;8;21;0
12/08/2021 00:00;12;8;21;420
12/08/2021 00:00;12;8;21;420
12/08/2021 00:00;12;8;21;420
13/08/2021 00:00;13;8;21;385
13/08/2021 00:00;13;8;21;385
14/08/2021 00:00;14;8;21;155
14/08/2021 00:00;14;8;21;260
14/08/2021 00:00;14;8;21;345
14/08/2021 00:00;14;8;21;390
